BookingID,CustomerID,FirstName,LastName,Age,Gender,Email,Phone,Airline,FlightNo,DepartureCity,ArrivalCity,BookingDate,FlightDate,SeatClass,Passengers,Fare,PaymentMethod,BookingStatus
BKG104520,CUST14791,Name656,Surname150,70,Male,user4520@example.com,9435486064,Air India,QP607,Pune,Hyderabad,26-07-2026,12-09-2026,Business,3,9800,Net Banking,Confirmed
BKG104521,CUST13953,Name1756,Surname1910,65,Female,user4521@example.com,9670122269,Air India,6.00E+155,Bengaluru,Goa,28-09-2025,23-10-2025,Economy,4,14903,Credit Card,Cancelled
BKG104522,CUST12381,Name1772,Surname1739,35,Male,user4522@example.com,9645002951,SpiceJet,AI637,Chennai,Delhi,02-06-2026,01-07-2026,Business,2,18691,Debit Card,Completed
BKG104523,CUST12854,Name1040,Surname336,53,Male,user4523@example.com,9494302441,Vistara,QP743,Goa,Chennai,17-10-2025,04-11-2025,Premium Economy,2,13544,UPI,Confirmed
BKG104524,CUST12307,Name2811,Surname1610,47,Female,user4524@example.com,9899855848,Vistara,6.00E+106,Hyderabad,Mumbai,11-07-2026,14-07-2026,Economy,5,13914,Net Banking,Confirmed
BKG104525,CUST14699,Name940,Surname1351,63,Female,user4525@example.com,9922983058,Akasa Air,QP880,Chennai,Goa,25-04-2026,19-05-2026,Premium Economy,1,9712,UPI,Completed
BKG104526,CUST14218,Name982,Surname1234,44,Female,user4526@example.com,9413195649,Vistara,SG747,Hyderabad,Mumbai,06-05-2026,09-05-2026,Economy,2,21832,UPI,Completed
BKG104527,CUST13635,Name2583,Surname163,62,Female,user4527@example.com,9631940060,Vistara,AI363,Kolkata,Mumbai,25-02-2026,12-03-2026,Premium Economy,5,10750,UPI,Cancelled
BKG104528,CUST14799,Name703,Surname760,50,Male,user4528@example.com,9381396990,Vistara,AI393,Hyderabad,Delhi,23-12-2025,12-02-2026,Business,1,6797,Net Banking,Cancelled
BKG104529,CUST14151,Name2348,Surname415,24,Male,user4529@example.com,9472123107,Vistara,QP498,Kolkata,Hyderabad,27-06-2025,04-07-2025,Business,4,23826,Debit Card,Cancelled
BKG104530,CUST13148,Name1321,Surname1502,49,Male,user4530@example.com,9379280431,IndiGo,QP664,Mumbai,Kolkata,14-10-2025,08-12-2025,Business,4,5212,Debit Card,Completed
BKG104531,CUST11590,Name532,Surname843,75,Male,user4531@example.com,9396975372,Akasa Air,6.00E+132,Mumbai,Chennai,01-12-2025,27-12-2025,Economy,3,15979,Net Banking,Completed
BKG104532,CUST14520,Name1572,Surname859,43,Female,user4532@example.com,9329181149,Akasa Air,AI324,Pune,Delhi,27-08-2025,18-09-2025,Economy,1,18246,UPI,Completed
BKG104533,CUST10673,Name1467,Surname1802,35,Female,user4533@example.com,9756340981,Vistara,SG371,Delhi,Bengaluru,26-11-2025,01-01-2026,Business,1,16573,Debit Card,Confirmed
BKG104534,CUST13940,Name1717,Surname1929,27,Male,user4534@example.com,9648732039,Air India,6E596,Pune,Hyderabad,28-07-2025,11-09-2025,Economy,1,7699,Debit Card,Completed
BKG104535,CUST14974,Name2088,Surname42,35,Female,user4535@example.com,9860321515,Air India,6E602,Pune,Chennai,18-06-2025,01-07-2025,Economy,2,9901,Debit Card,Confirmed
BKG104536,CUST10841,Name1745,Surname275,40,Female,user4536@example.com,9899430764,Vistara,QP166,Goa,Delhi,08-07-2026,25-08-2026,Business,3,5707,UPI,Confirmed
BKG104537,CUST10977,Name1573,Surname415,25,Female,user4537@example.com,9760845369,Air India,AI708,Hyderabad,Pune,29-03-2026,27-04-2026,Premium Economy,2,17760,Net Banking,Completed
BKG104538,CUST14701,Name269,Surname1160,28,Male,user4538@example.com,9836898591,SpiceJet,SG137,Pune,Goa,24-04-2025,30-04-2025,Economy,4,19489,UPI,Completed
BKG104539,CUST14642,Name1903,Surname578,58,Male,user4539@example.com,9502334385,SpiceJet,AI971,Bengaluru,Delhi,23-07-2026,19-09-2026,Business,3,20266,Debit Card,Confirmed
BKG104540,CUST11468,Name2064,Surname1015,42,Female,user4540@example.com,9819119202,SpiceJet,QP562,Chennai,Bengaluru,07-01-2026,17-02-2026,Premium Economy,2,10726,Net Banking,Cancelled
BKG104541,CUST14848,Name533,Surname1378,37,Male,user4541@example.com,9954521382,Air India,6E600,Mumbai,Bengaluru,17-12-2025,28-01-2026,Economy,2,9464,Credit Card,Cancelled
BKG104542,CUST14921,Name2604,Surname613,37,Female,user4542@example.com,9703479440,Vistara,AI886,Hyderabad,Goa,23-02-2025,29-03-2025,Economy,1,5667,Debit Card,Confirmed
BKG104543,CUST10895,Name2342,Surname1955,26,Male,user4543@example.com,9438945904,Akasa Air,QP936,Goa,Mumbai,01-01-2026,10-02-2026,Premium Economy,3,21556,Credit Card,Completed
BKG104544,CUST11215,Name2765,Surname1814,50,Female,user4544@example.com,9129382451,IndiGo,AI688,Pune,Chennai,21-06-2025,22-06-2025,Economy,4,12760,Credit Card,Cancelled
BKG104545,CUST11033,Name621,Surname723,43,Male,user4545@example.com,9371039604,SpiceJet,6E572,Pune,Goa,17-01-2026,27-01-2026,Premium Economy,2,4652,Credit Card,Completed
BKG104546,CUST12134,Name1504,Surname1879,44,Female,user4546@example.com,9940261541,Akasa Air,AI294,Chennai,Hyderabad,05-03-2026,04-05-2026,Premium Economy,1,13979,Net Banking,Confirmed
BKG104547,CUST12991,Name1981,Surname1592,40,Male,user4547@example.com,9645072865,Vistara,6E450,Mumbai,Goa,22-02-2025,31-03-2025,Business,4,14778,Debit Card,Completed
BKG104548,CUST10588,Name2771,Surname1411,74,Female,user4548@example.com,9847902013,Akasa Air,AI804,Bengaluru,Hyderabad,06-04-2025,13-04-2025,Economy,4,18083,UPI,Completed
BKG104549,CUST10725,Name1473,Surname1127,55,Male,user4549@example.com,9667454449,Akasa Air,6E341,Goa,Pune,03-12-2025,31-01-2026,Business,2,19044,Net Banking,Completed
BKG104550,CUST10555,Name2356,Surname746,48,Male,user4550@example.com,9470107541,Akasa Air,6E879,Hyderabad,Chennai,31-05-2026,12-07-2026,Economy,1,17669,UPI,Confirmed
BKG104551,CUST12388,Name183,Surname890,59,Female,user4551@example.com,9565267799,Vistara,SG922,Hyderabad,Bengaluru,13-03-2025,03-05-2025,Business,1,21219,UPI,Confirmed
BKG104552,CUST10519,Name1240,Surname867,72,Male,user4552@example.com,9732509549,IndiGo,AI245,Goa,Chennai,09-07-2026,07-09-2026,Premium Economy,3,16162,Credit Card,Confirmed
BKG104553,CUST13470,Name565,Surname1846,33,Male,user4553@example.com,9877058139,SpiceJet,QP104,Goa,Pune,03-06-2026,16-06-2026,Economy,2,17118,Net Banking,Completed
BKG104554,CUST11286,Name2558,Surname264,43,Female,user4554@example.com,9731353056,Air India,6E497,Chennai,Pune,15-01-2026,13-03-2026,Economy,1,15833,UPI,Confirmed
BKG104555,CUST14091,Name1791,Surname470,19,Male,user4555@example.com,9856829995,Vistara,QP234,Hyderabad,Mumbai,15-04-2025,02-05-2025,Business,1,19193,UPI,Completed
BKG104556,CUST14266,Name2226,Surname676,30,Female,user4556@example.com,9733381100,IndiGo,6E857,Chennai,Delhi,03-05-2025,10-06-2025,Premium Economy,5,15300,Credit Card,Completed
BKG104557,CUST13659,Name2151,Surname1882,51,Male,user4557@example.com,9418917538,SpiceJet,AI722,Pune,Mumbai,25-05-2026,23-07-2026,Business,4,11736,UPI,Completed
BKG104558,CUST11218,Name810,Surname1561,26,Male,user4558@example.com,9790514328,Air India,6E820,Bengaluru,Mumbai,05-08-2026,13-08-2026,Business,4,18608,Debit Card,Cancelled
BKG104559,CUST13869,Name203,Surname763,38,Female,user4559@example.com,9965212428,SpiceJet,AI916,Mumbai,Goa,28-07-2025,23-09-2025,Premium Economy,3,19862,Net Banking,Cancelled
BKG104560,CUST11651,Name1725,Surname1709,57,Male,user4560@example.com,9972364389,Akasa Air,AI915,Kolkata,Mumbai,07-07-2025,26-07-2025,Economy,3,6195,UPI,Cancelled
BKG104561,CUST13867,Name2257,Surname941,50,Female,user4561@example.com,9632299289,SpiceJet,6E804,Mumbai,Chennai,27-04-2026,22-06-2026,Premium Economy,1,5712,UPI,Cancelled
BKG104562,CUST14970,Name1155,Surname287,49,Female,user4562@example.com,9347218138,Akasa Air,6E565,Kolkata,Goa,08-11-2025,30-11-2025,Economy,2,18821,Net Banking,Completed
BKG104563,CUST12559,Name1123,Surname1167,48,Male,user4563@example.com,9275477184,Air India,QP705,Kolkata,Mumbai,07-04-2026,17-04-2026,Premium Economy,1,10878,Debit Card,Completed
BKG104564,CUST10493,Name2375,Surname198,67,Male,user4564@example.com,9471431072,Vistara,SG341,Bengaluru,Hyderabad,16-06-2025,15-08-2025,Premium Economy,1,4024,Credit Card,Completed
BKG104565,CUST12906,Name967,Surname1040,68,Female,user4565@example.com,9123698439,Akasa Air,SG135,Goa,Chennai,05-06-2026,04-08-2026,Economy,2,21369,Net Banking,Cancelled
BKG104566,CUST13510,Name912,Surname1854,49,Female,user4566@example.com,9753477129,Air India,SG507,Pune,Goa,27-05-2026,02-07-2026,Economy,1,6768,Debit Card,Completed
BKG104567,CUST12413,Name2733,Surname615,67,Female,user4567@example.com,9754037421,SpiceJet,AI435,Bengaluru,Chennai,13-07-2026,10-09-2026,Economy,3,3253,UPI,Cancelled
BKG104568,CUST11987,Name1353,Surname860,58,Male,user4568@example.com,9595318531,IndiGo,QP177,Hyderabad,Kolkata,14-01-2025,10-02-2025,Economy,3,4488,UPI,Confirmed
BKG104569,CUST12977,Name1003,Surname903,27,Male,user4569@example.com,9595237386,Akasa Air,SG106,Mumbai,Hyderabad,18-04-2025,17-06-2025,Business,5,22819,Debit Card,Cancelled
BKG104570,CUST10963,Name1485,Surname1511,72,Female,user4570@example.com,9446142069,IndiGo,QP406,Goa,Delhi,06-08-2025,11-08-2025,Economy,2,24799,Credit Card,Completed
BKG104571,CUST14859,Name1865,Surname517,72,Male,user4571@example.com,9976565978,Vistara,QP664,Bengaluru,Hyderabad,18-04-2026,19-04-2026,Economy,5,3828,Net Banking,Completed
BKG104572,CUST14440,Name2240,Surname942,70,Male,user4572@example.com,9780628946,Air India,AI803,Kolkata,Bengaluru,09-04-2025,17-05-2025,Premium Economy,3,24588,Debit Card,Cancelled
BKG104573,CUST14541,Name1033,Surname206,65,Male,user4573@example.com,9997295641,IndiGo,AI849,Pune,Goa,07-04-2025,02-05-2025,Business,2,12875,Credit Card,Confirmed
BKG104574,CUST10177,Name1721,Surname1334,45,Female,user4574@example.com,9284666441,Vistara,6E526,Chennai,Hyderabad,27-10-2025,22-11-2025,Economy,5,8329,Debit Card,Completed
BKG104575,CUST11455,Name2445,Surname826,30,Male,user4575@example.com,9289667064,Akasa Air,SG875,Mumbai,Pune,30-01-2025,11-02-2025,Business,2,18986,UPI,Confirmed
BKG104576,CUST11391,Name1765,Surname646,59,Male,user4576@example.com,9851786746,Akasa Air,QP278,Mumbai,Bengaluru,20-04-2025,31-05-2025,Business,2,7781,Debit Card,Cancelled
BKG104577,CUST10878,Name523,Surname456,19,Female,user4577@example.com,9841541783,Air India,6E962,Bengaluru,Hyderabad,28-08-2025,24-09-2025,Premium Economy,2,19906,Net Banking,Confirmed
BKG104578,CUST10877,Name759,Surname1880,75,Male,user4578@example.com,9117795581,Akasa Air,6E637,Chennai,Mumbai,01-04-2025,06-05-2025,Business,5,23428,UPI,Confirmed
BKG104579,CUST11629,Name2795,Surname1622,70,Female,user4579@example.com,9475990638,Air India,AI161,Delhi,Mumbai,31-03-2025,09-04-2025,Economy,1,11147,Net Banking,Completed
BKG104580,CUST12851,Name2884,Surname105,20,Male,user4580@example.com,9171764722,Vistara,QP219,Hyderabad,Delhi,02-07-2025,30-08-2025,Premium Economy,5,4043,UPI,Completed
BKG104581,CUST12645,Name96,Surname1361,62,Female,user4581@example.com,9215188369,Air India,6E842,Kolkata,Pune,07-05-2025,13-05-2025,Premium Economy,1,4571,UPI,Confirmed
BKG104582,CUST10492,Name2136,Surname373,43,Female,user4582@example.com,9961232387,IndiGo,6E679,Delhi,Kolkata,12-04-2026,01-06-2026,Economy,5,13362,Net Banking,Confirmed
BKG104583,CUST11972,Name2019,Surname1867,75,Male,user4583@example.com,9744586433,IndiGo,AI382,Chennai,Hyderabad,07-04-2025,26-04-2025,Premium Economy,1,22329,Debit Card,Confirmed
BKG104584,CUST14054,Name1303,Surname1540,44,Male,user4584@example.com,9145238148,Vistara,SG668,Hyderabad,Bengaluru,05-07-2026,07-08-2026,Economy,3,6461,Credit Card,Cancelled
BKG104585,CUST11867,Name1709,Surname1526,29,Female,user4585@example.com,9607886777,Vistara,AI462,Mumbai,Goa,13-06-2025,13-07-2025,Economy,2,13499,Credit Card,Completed
BKG104586,CUST10574,Name1983,Surname1128,30,Female,user4586@example.com,9885108109,Akasa Air,6E762,Hyderabad,Bengaluru,12-12-2025,13-12-2025,Premium Economy,3,21412,UPI,Completed
BKG104587,CUST10599,Name412,Surname1117,41,Female,user4587@example.com,9583405450,Akasa Air,AI582,Kolkata,Hyderabad,05-12-2025,07-01-2026,Economy,4,20608,Net Banking,Cancelled
BKG104588,CUST13784,Name293,Surname120,72,Female,user4588@example.com,9211039215,IndiGo,SG276,Goa,Bengaluru,20-03-2026,18-05-2026,Economy,2,6818,UPI,Cancelled
BKG104589,CUST13200,Name2167,Surname295,72,Male,user4589@example.com,9445616173,Vistara,QP649,Bengaluru,Pune,24-12-2025,08-01-2026,Economy,1,20910,Net Banking,Completed
BKG104590,CUST10509,Name2133,Surname651,33,Female,user4590@example.com,9866793658,Akasa Air,SG422,Pune,Chennai,16-03-2026,24-04-2026,Economy,4,2522,Debit Card,Completed
BKG104591,CUST11942,Name2420,Surname537,35,Female,user4591@example.com,9900253409,Vistara,6E509,Mumbai,Bengaluru,03-11-2025,02-01-2026,Premium Economy,2,12516,Net Banking,Confirmed
BKG104592,CUST10881,Name2927,Surname1689,32,Male,user4592@example.com,9302520194,SpiceJet,SG181,Kolkata,Chennai,23-08-2026,07-10-2026,Premium Economy,3,19614,Credit Card,Completed
BKG104593,CUST13719,Name365,Surname390,41,Female,user4593@example.com,9226034078,Akasa Air,AI159,Delhi,Hyderabad,18-04-2026,19-05-2026,Economy,2,24717,UPI,Confirmed
BKG104594,CUST10553,Name2216,Surname966,60,Female,user4594@example.com,9815045890,Vistara,6E685,Bengaluru,Goa,20-05-2026,22-06-2026,Economy,1,17077,UPI,Cancelled
BKG104595,CUST10399,Name213,Surname1242,59,Male,user4595@example.com,9545221058,Air India,SG126,Goa,Mumbai,24-11-2025,30-12-2025,Business,3,12291,Net Banking,Completed
BKG104596,CUST10016,Name1706,Surname1059,54,Male,user4596@example.com,9963299454,Air India,SG858,Pune,Kolkata,09-02-2026,10-02-2026,Premium Economy,2,13453,Net Banking,Confirmed
BKG104597,CUST13621,Name2700,Surname23,34,Male,user4597@example.com,9724385147,IndiGo,6E374,Goa,Kolkata,27-07-2026,13-08-2026,Economy,4,3337,UPI,Cancelled
BKG104598,CUST13608,Name939,Surname66,54,Male,user4598@example.com,9452879287,Air India,6E878,Goa,Mumbai,15-07-2025,16-08-2025,Economy,1,21180,Credit Card,Cancelled
BKG104599,CUST13671,Name81,Surname530,51,Female,user4599@example.com,9895485538,SpiceJet,AI274,Mumbai,Goa,24-06-2026,22-07-2026,Economy,1,11747,Credit Card,Cancelled
BKG104600,CUST10986,Name1412,Surname1870,42,Female,user4600@example.com,9155595827,Air India,QP201,Hyderabad,Pune,05-10-2025,28-11-2025,Premium Economy,1,18507,UPI,Cancelled
BKG104601,CUST11221,Name1787,Surname1102,27,Male,user4601@example.com,9187921848,Air India,AI247,Hyderabad,Kolkata,12-06-2026,27-06-2026,Business,1,19232,Debit Card,Confirmed
BKG104602,CUST13487,Name2807,Surname967,54,Female,user4602@example.com,9864779558,Akasa Air,SG795,Pune,Goa,27-06-2025,01-07-2025,Premium Economy,1,18351,Net Banking,Completed
BKG104603,CUST13574,Name2439,Surname955,33,Female,user4603@example.com,9467998275,Vistara,QP921,Goa,Mumbai,12-01-2026,14-01-2026,Business,5,3388,Debit Card,Completed
BKG104604,CUST12840,Name444,Surname226,18,Male,user4604@example.com,9965955780,Akasa Air,6.00E+180,Delhi,Goa,04-08-2025,12-08-2025,Economy,3,23229,Net Banking,Confirmed
BKG104605,CUST13484,Name2946,Surname227,48,Female,user4605@example.com,9487082650,Vistara,AI638,Chennai,Kolkata,21-07-2025,04-09-2025,Business,2,15929,Net Banking,Cancelled
BKG104606,CUST10634,Name542,Surname1950,40,Female,user4606@example.com,9839713233,IndiGo,QP452,Chennai,Hyderabad,11-03-2025,22-04-2025,Business,3,17267,Credit Card,Completed
BKG104607,CUST13433,Name1090,Surname1947,21,Male,user4607@example.com,9389606887,SpiceJet,SG312,Mumbai,Goa,06-05-2026,10-06-2026,Premium Economy,1,7728,Credit Card,Completed
BKG104608,CUST10696,Name232,Surname1047,47,Female,user4608@example.com,9216239398,Akasa Air,SG949,Kolkata,Pune,17-11-2025,25-12-2025,Premium Economy,4,21976,Credit Card,Cancelled
BKG104609,CUST14158,Name281,Surname1104,45,Male,user4609@example.com,9273431415,IndiGo,AI578,Goa,Hyderabad,02-01-2025,25-02-2025,Business,2,8879,Net Banking,Cancelled
BKG104610,CUST11004,Name542,Surname1975,43,Male,user4610@example.com,9663754689,Vistara,QP763,Hyderabad,Mumbai,01-04-2026,02-04-2026,Economy,2,5958,Debit Card,Completed
BKG104611,CUST11795,Name1271,Surname1671,52,Female,user4611@example.com,9609228539,Akasa Air,AI198,Goa,Bengaluru,03-04-2025,13-05-2025,Economy,1,24754,UPI,Completed
BKG104612,CUST10650,Name506,Surname1872,38,Female,user4612@example.com,9214051902,Vistara,6E890,Pune,Mumbai,25-09-2025,19-10-2025,Premium Economy,3,8965,Credit Card,Confirmed
BKG104613,CUST12130,Name1677,Surname867,71,Female,user4613@example.com,9483690723,Akasa Air,SG654,Goa,Chennai,10-01-2025,05-02-2025,Premium Economy,1,19870,Debit Card,Confirmed
BKG104614,CUST12188,Name2389,Surname1928,46,Male,user4614@example.com,9555595106,SpiceJet,SG524,Mumbai,Pune,05-03-2025,19-03-2025,Premium Economy,1,17000,Credit Card,Confirmed
BKG104615,CUST13544,Name2622,Surname1827,37,Male,user4615@example.com,9445210997,SpiceJet,QP948,Delhi,Bengaluru,20-07-2026,05-09-2026,Business,2,17106,UPI,Completed
BKG104616,CUST13101,Name2153,Surname1880,33,Male,user4616@example.com,9281269779,Vistara,6E690,Bengaluru,Chennai,27-03-2025,12-04-2025,Premium Economy,4,21592,Net Banking,Completed
BKG104617,CUST10629,Name883,Surname1939,41,Male,user4617@example.com,9973492463,Air India,6E516,Delhi,Mumbai,17-01-2025,18-02-2025,Premium Economy,5,5260,Debit Card,Completed
BKG104618,CUST11685,Name1747,Surname975,48,Female,user4618@example.com,9418230204,Akasa Air,6.00E+273,Hyderabad,Kolkata,25-05-2025,26-06-2025,Premium Economy,3,20867,Net Banking,Confirmed
BKG104619,CUST13565,Name2213,Surname519,48,Male,user4619@example.com,9590288596,Akasa Air,AI366,Kolkata,Goa,10-01-2026,28-01-2026,Economy,2,21034,UPI,Cancelled
BKG104620,CUST14800,Name2417,Surname1993,71,Female,user4620@example.com,9391722256,SpiceJet,6E761,Goa,Chennai,13-05-2026,19-05-2026,Business,2,15122,Net Banking,Confirmed
BKG104621,CUST12542,Name687,Surname1198,61,Female,user4621@example.com,9445969843,SpiceJet,QP218,Delhi,Bengaluru,20-05-2026,23-05-2026,Economy,1,2863,UPI,Cancelled
BKG104622,CUST14398,Name180,Surname780,68,Male,user4622@example.com,9389868553,Air India,6E733,Bengaluru,Chennai,28-01-2026,05-03-2026,Business,5,3896,Net Banking,Completed
BKG104623,CUST11042,Name2556,Surname1163,54,Male,user4623@example.com,9720122456,IndiGo,QP818,Goa,Bengaluru,09-05-2026,30-05-2026,Premium Economy,5,8989,UPI,Cancelled
BKG104624,CUST12539,Name2101,Surname376,35,Female,user4624@example.com,9986878109,SpiceJet,AI168,Hyderabad,Chennai,21-08-2026,09-10-2026,Business,5,23725,UPI,Confirmed
BKG104625,CUST13463,Name439,Surname1539,45,Male,user4625@example.com,9679698836,SpiceJet,QP344,Hyderabad,Bengaluru,08-04-2026,11-04-2026,Business,1,3089,UPI,Completed
BKG104626,CUST13599,Name689,Surname145,53,Female,user4626@example.com,9139319292,Vistara,6.00E+240,Pune,Mumbai,26-05-2026,20-07-2026,Premium Economy,1,2647,Net Banking,Confirmed
BKG104627,CUST12341,Name2506,Surname1040,38,Male,user4627@example.com,9910999019,IndiGo,QP455,Hyderabad,Chennai,18-12-2025,06-01-2026,Economy,3,15271,UPI,Completed
BKG104628,CUST10202,Name1200,Surname1213,60,Male,user4628@example.com,9449572702,Akasa Air,AI395,Chennai,Mumbai,11-04-2026,05-05-2026,Economy,2,14367,Net Banking,Cancelled
BKG104629,CUST14267,Name2028,Surname1224,26,Male,user4629@example.com,9729463326,Air India,AI257,Chennai,Mumbai,05-01-2026,21-01-2026,Economy,5,8842,UPI,Completed
BKG104630,CUST10371,Name227,Surname1604,49,Female,user4630@example.com,9339932724,Air India,QP268,Mumbai,Pune,21-07-2026,22-08-2026,Business,3,11608,Credit Card,Confirmed
BKG104631,CUST11745,Name1309,Surname773,48,Male,user4631@example.com,9736541762,SpiceJet,SG249,Bengaluru,Pune,14-05-2026,08-06-2026,Premium Economy,4,3859,Credit Card,Confirmed
BKG104632,CUST11223,Name2055,Surname1771,33,Male,user4632@example.com,9335458970,SpiceJet,6.00E+262,Delhi,Hyderabad,21-10-2025,20-12-2025,Business,4,18191,UPI,Completed
BKG104633,CUST13650,Name1353,Surname769,24,Female,user4633@example.com,9798399042,SpiceJet,6E412,Bengaluru,Mumbai,20-05-2025,30-05-2025,Business,3,24078,UPI,Cancelled
BKG104634,CUST14224,Name342,Surname1472,65,Male,user4634@example.com,9410290102,Air India,SG212,Bengaluru,Chennai,04-06-2026,26-07-2026,Economy,5,5243,Net Banking,Confirmed
BKG104635,CUST11126,Name2101,Surname1426,50,Male,user4635@example.com,9259937828,IndiGo,6E702,Kolkata,Goa,20-05-2026,13-06-2026,Premium Economy,3,7773,UPI,Confirmed
BKG104636,CUST13595,Name2186,Surname754,71,Male,user4636@example.com,9395911816,SpiceJet,SG376,Delhi,Kolkata,25-08-2025,21-09-2025,Business,5,17006,Debit Card,Cancelled
BKG104637,CUST13796,Name912,Surname1002,27,Female,user4637@example.com,9703608403,Air India,6E911,Hyderabad,Pune,10-11-2025,20-11-2025,Economy,2,22175,Debit Card,Completed
BKG104638,CUST13047,Name2825,Surname917,58,Male,user4638@example.com,9628907086,Vistara,SG194,Bengaluru,Mumbai,12-05-2026,25-06-2026,Economy,5,14066,Credit Card,Confirmed
BKG104639,CUST10933,Name595,Surname1762,44,Female,user4639@example.com,9471886339,Akasa Air,QP555,Mumbai,Goa,03-02-2026,25-02-2026,Premium Economy,4,9564,UPI,Cancelled
BKG104640,CUST10712,Name2672,Surname1106,32,Male,user4640@example.com,9947466706,Air India,6E474,Goa,Chennai,06-05-2026,12-05-2026,Premium Economy,2,14351,Debit Card,Cancelled
BKG104641,CUST12500,Name464,Surname1559,67,Male,user4641@example.com,9859132369,Air India,SG185,Chennai,Mumbai,30-07-2025,21-08-2025,Economy,2,20556,Net Banking,Confirmed
BKG104642,CUST10681,Name1865,Surname468,70,Male,user4642@example.com,9235389525,Akasa Air,AI918,Delhi,Chennai,12-05-2025,21-05-2025,Premium Economy,5,3550,Net Banking,Completed
BKG104643,CUST10136,Name2559,Surname1275,44,Female,user4643@example.com,9684047397,Vistara,QP921,Pune,Bengaluru,24-08-2025,25-08-2025,Economy,5,18248,Net Banking,Cancelled
BKG104644,CUST14664,Name1360,Surname1176,68,Male,user4644@example.com,9192784084,IndiGo,6E733,Pune,Hyderabad,11-04-2025,18-05-2025,Business,3,8039,Credit Card,Completed
BKG104645,CUST12006,Name600,Surname1913,46,Female,user4645@example.com,9304425573,Air India,QP721,Bengaluru,Delhi,15-01-2025,09-03-2025,Premium Economy,5,21131,Net Banking,Confirmed
BKG104646,CUST10108,Name1624,Surname1714,38,Male,user4646@example.com,9316425044,Air India,6E714,Delhi,Chennai,25-03-2025,19-05-2025,Business,4,10446,UPI,Confirmed
BKG104647,CUST10909,Name303,Surname695,23,Female,user4647@example.com,9415066967,SpiceJet,QP916,Pune,Bengaluru,13-11-2025,09-01-2026,Premium Economy,5,24867,Credit Card,Confirmed
BKG104648,CUST13870,Name2300,Surname310,45,Male,user4648@example.com,9155599722,Vistara,AI103,Pune,Goa,19-01-2026,20-03-2026,Premium Economy,4,21994,UPI,Confirmed
BKG104649,CUST14328,Name2065,Surname1582,73,Female,user4649@example.com,9808774682,Air India,AI306,Delhi,Mumbai,03-03-2026,06-03-2026,Business,3,2920,Net Banking,Confirmed
BKG104650,CUST14606,Name2121,Surname1084,59,Male,user4650@example.com,9208278563,Air India,AI418,Mumbai,Goa,22-01-2025,15-02-2025,Business,3,9468,Credit Card,Completed
BKG104651,CUST10273,Name350,Surname43,60,Female,user4651@example.com,9259215327,Vistara,6E829,Delhi,Mumbai,08-03-2026,16-03-2026,Business,2,16634,UPI,Confirmed
BKG104652,CUST10047,Name1700,Surname1992,21,Female,user4652@example.com,9967418218,Vistara,SG676,Mumbai,Chennai,10-04-2025,04-05-2025,Premium Economy,1,5762,Debit Card,Completed
BKG104653,CUST13751,Name2757,Surname831,72,Female,user4653@example.com,9820156985,Air India,AI133,Delhi,Pune,04-02-2025,14-03-2025,Economy,5,16839,Debit Card,Cancelled
BKG104654,CUST11759,Name1572,Surname670,65,Male,user4654@example.com,9276559335,Akasa Air,AI364,Bengaluru,Chennai,13-10-2025,22-10-2025,Premium Economy,2,6906,Debit Card,Confirmed
BKG104655,CUST11044,Name1878,Surname1864,41,Male,user4655@example.com,9724452651,SpiceJet,SG937,Goa,Bengaluru,06-06-2025,19-06-2025,Premium Economy,5,9977,Credit Card,Confirmed
BKG104656,CUST11755,Name1701,Surname19,69,Male,user4656@example.com,9527601670,IndiGo,QP831,Goa,Pune,21-10-2025,08-12-2025,Business,4,21541,Net Banking,Confirmed
BKG104657,CUST11246,Name2694,Surname648,48,Female,user4657@example.com,9685456642,SpiceJet,6E512,Chennai,Hyderabad,24-07-2025,23-08-2025,Economy,5,7829,UPI,Cancelled
BKG104658,CUST14566,Name2234,Surname209,18,Male,user4658@example.com,9710945863,SpiceJet,QP668,Chennai,Mumbai,05-08-2025,25-09-2025,Business,2,19321,Credit Card,Completed
BKG104659,CUST11117,Name878,Surname561,73,Male,user4659@example.com,9804988240,Air India,6E944,Bengaluru,Mumbai,11-12-2025,14-01-2026,Premium Economy,2,16569,Credit Card,Cancelled
BKG104660,CUST12251,Name579,Surname394,75,Male,user4660@example.com,9490067275,Akasa Air,QP902,Hyderabad,Chennai,18-01-2025,26-01-2025,Premium Economy,4,10971,Net Banking,Cancelled
BKG104661,CUST11240,Name1463,Surname255,49,Female,user4661@example.com,9355656213,SpiceJet,6.00E+227,Chennai,Pune,18-02-2026,25-02-2026,Economy,5,23218,Debit Card,Confirmed
BKG104662,CUST10822,Name1783,Surname1239,44,Female,user4662@example.com,9518526935,Akasa Air,AI884,Bengaluru,Pune,04-08-2026,06-08-2026,Economy,4,10656,Net Banking,Cancelled
BKG104663,CUST13499,Name470,Surname302,35,Female,user4663@example.com,9960571599,Akasa Air,SG904,Kolkata,Chennai,16-04-2025,15-05-2025,Business,5,16399,Net Banking,Cancelled
BKG104664,CUST13548,Name1506,Surname1225,61,Male,user4664@example.com,9296475133,Vistara,6E584,Pune,Delhi,15-03-2026,21-04-2026,Premium Economy,3,7664,Net Banking,Completed
